Year,Country,Song,Artist,Final_Place,Final_Points,Top 5,Top 10,Running_Order_Final,Grand_Final_Ind,Big6_Ind,Semi_Final_Num,Semi_Place,Semi_Points,Running_Order_Semi,National_Final,Genre,Solo_Artist,Sex,Returning_Artist_Ind,Number of Members,Language1,Language2,Language3,Language4,Language5,Language6,Multiple_Language,National_Language_Used,EU,NATO,Country_Group,MyESB_Community,MyESB_Personal,OGAE_Points,Qualification_Record,jury_points,tele_points,jury_points_sf,tele_points_sf,withdrawn_2026,country_code
2019,Czech Republic,Friend of a Friend,Lake Malawi,11.0,157.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,242.0,6.0,1,,0,M,0,3,English,,,,,,0,False,1,1,Central,20,31,6.0,0.285714286,150.0,7.0,,,False,CZE
2019,Denmark,Love Is Forever,Leonora,12.0,120.0,0.0,0.0,6.0,1.0,0.0,2.0,10.0,94.0,7.0,1,,1,F,0,1,English,French,Danish,German,,,1,True,1,1,Northern,26,24,19.0,0.733333333,69.0,51.0,,,False,DNK
2019,Estonia,Storm,Victor Crone,20.0,76.0,0.0,0.0,18.0,1.0,0.0,1.0,4.0,198.0,14.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,25,5,7.0,0.4,28.0,48.0,,,False,EST
2019,Finland,Look Away,Darude feat. Sebastian Rejman,,,0.0,0.0,,0.0,0.0,1.0,17.0,23.0,3.0,1,,0,M,0,2,English,,,,,,0,False,1,0,Northern,38,18,0.0,0.533333333,,,9.0,14.0,False,FIN
2019,France,Roi,Bilal Hassani,16.0,105.0,0.0,0.0,21.0,1.0,1.0,,,,,1,,1,M,0,1,French,English,,,,,1,True,1,1,Western,13,21,25.0,,67.0,38.0,,,False,FRA
2019,Georgia,Keep on Going,Oto Nemsadze,,,0.0,0.0,,0.0,0.0,1.0,14.0,62.0,11.0,1,,1,M,0,1,Georgian,Abkhaz,,,,,1,True,0,0,South-Eastern,39,41,0.0,0.636363636,,,29.0,33.0,False,GEO
2019,Germany,Sister,S!sters,25.0,24.0,0.0,0.0,4.0,1.0,1.0,,,,,1,,0,F,0,2,English,,,,,,0,False,1,1,Central,31,25,0.0,,24.0,0.0,,,False,DEU
2019,Greece,Better Love,Katerine Duska,21.0,74.0,0.0,0.0,13.0,1.0,0.0,1.0,5.0,185.0,16.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Southern,12,17,89.0,0.866666667,50.0,24.0,,,False,GRC
2019,Hungary,Az en apam,Joci Papai,,,0.0,0.0,,0.0,0.0,1.0,12.0,97.0,7.0,1,,1,M,1,1,Hungarian,,,,,,0,True,1,1,Central,30,6,2.0,0.833333333,,,65.0,32.0,False,HUN
2019,Iceland,Hatrid mun sigra,Hatari,10.0,232.0,0.0,0.0,17.0,1.0,0.0,1.0,3.0,221.0,13.0,1,,0,M,0,3,Icelandic,,,,,,0,True,0,1,Northern,6,30,114.0,0.533333333,46.0,186.0,,,False,ISL
2019,Ireland,22,Sarah McTernan,,,0.0,0.0,,0.0,0.0,2.0,18.0,16.0,2.0,0,,1,F,0,1,English,,,,,,0,False,1,0,Western,34,13,0.0,0.533333333,,,13.0,3.0,False,IRL
2019,Israel,Home,Kobi Marimi,23.0,35.0,0.0,0.0,14.0,1.0,1.0,,,,,1,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,32,4,5.0,0.6,0.0,35.0,,,False,ISR
2019,Italy,Soldi,Mahmood,2.0,472.0,0.0,0.0,22.0,1.0,1.0,,,,,1,,1,M,0,1,Italian,Arabic,,,,,1,True,1,1,Western,2,10,411.0,,219.0,253.0,,,False,ITA
2019,Latvia,That Night,Carousel,,,0.0,0.0,,0.0,0.0,2.0,15.0,50.0,5.0,1,,0,Mixed,0,4,English,,,,,,0,False,1,1,Northern,35,36,2.0,0.4,,,37.0,13.0,False,LVA
2019,Lithuania,Run With The Lions,Jurij Veklenko,,,0.0,0.0,,0.0,0.0,2.0,11.0,93.0,12.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,37,12,0.0,0.6,,,16.0,77.0,False,LTU
2019,Malta,Chameleon,Michela,14.0,107.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,157.0,11.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Western,7,11,64.0,0.533333333,87.0,20.0,,,False,MLT
2019,Moldova,Stay,Anna Odobescu,,,0.0,0.0,,0.0,0.0,2.0,12.0,85.0,3.0,1,,1,F,0,1,English,,,,,,0,False,0,0,Eastern,40,32,0.0,0.666666667,,,58.0,27.0,False,MDA
2019,Montenegro,Heaven,D mol,,,0.0,0.0,,0.0,0.0,1.0,16.0,46.0,2.0,1,,0,Mixed,0,6,English,,,,,,0,False,0,1,Southern,41,15,0.0,0.090909091,,,31.0,15.0,False,MNE
2019,Netherlands,Arcade,Duncan Laurence,1.0,498.0,0.0,0.0,12.0,1.0,0.0,2.0,1.0,280.0,16.0,0,,1,M,0,1,English,,,,,,0,False,1,1,Western,1,7,401.0,0.4,237.0,261.0,,,False,NLD
2019,North Macedonia,Proud,Tamara Todevska,7.0,305.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,239.0,17.0,0,,1,F,1,1,English,,,,,,0,False,0,1,Southern,17,38,13.0,0.333333333,247.0,58.0,,,False,MKD
2019,Norway,Spirit in the Sky,KEiiNO,6.0,331.0,0.0,0.0,15.0,1.0,0.0,2.0,7.0,210.0,15.0,1,,0,Mixed,0,3,English,Northern Sami,,,,,1,False,0,1,Northern,4,20,224.0,0.8,40.0,291.0,,,False,NOR
2019,Poland,Fire of Love (Pali sie),Tulia,,,0.0,0.0,,0.0,0.0,1.0,11.0,120.0,4.0,0,,1,F,0,1,Polish,English,,,,,1,True,1,1,Eastern,29,23,7.0,0.461538462,,,60.0,60.0,False,POL
2019,Portugal,Telemoveis,Conan Osiris,,,0.0,0.0,,0.0,0.0,1.0,15.0,51.0,15.0,1,,1,M,0,1,Portuguese,,,,,,0,True,1,1,Western,19,9,19.0,0.384615385,,,8.0,43.0,False,PRT
2019,Romania,On a Sunday,Ester Peony,,,0.0,0.0,,0.0,0.0,2.0,13.0,71.0,6.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Eastern,23,37,0.0,0.928571429,,,47.0,24.0,False,ROU
2019,Russia,Scream,Sergey Lazarev,3.0,370.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,217.0,13.0,0,,1,M,1,1,English,,,,,,0,False,0,0,Eastern,9,26,106.0,0.928571429,126.0,244.0,,,False,RUS
2019,San Marino,Say Na Na Na,Serhat,19.0,77.0,0.0,0.0,7.0,1.0,0.0,1.0,8.0,150.0,17.0,0,,1,M,1,1,English,Turkish,,,,,1,False,0,0,Western,28,28,23.0,0.111111111,12.0,65.0,,,False,SMR
2019,Serbia,Kruna,Nevena Bozovic,18.0,89.0,0.0,0.0,23.0,1.0,0.0,1.0,7.0,156.0,9.0,1,,1,F,1,1,Serbian,English,,,,,1,True,0,0,Southern,24,39,0.0,0.727272727,35.0,54.0,,,False,SRB
2019,Slovenia,Sebi,Zala Kralj & Gasper Santl,15.0,105.0,0.0,0.0,10.0,1.0,0.0,1.0,6.0,167.0,5.0,1,,0,Mixed,0,2,Slovene,,,,,,0,True,1,1,Central,15,40,22.0,0.333333333,46.0,59.0,,,False,SVN
2019,Spain,La Venda,Miki,22.0,54.0,0.0,0.0,26.0,1.0,1.0,,,,,1,,1,M,0,1,Spanish,,,,,,0,True,1,1,Western,14,1,69.0,,1.0,53.0,,,False,ESP
2019,Sweden,Too Late For Love,John Lundvik,5.0,334.0,0.0,0.0,9.0,1.0,0.0,2.0,3.0,238.0,8.0,1,,1,M,0,1,English,,,,,,0,False,1,0,Northern,11,3,191.0,0.933333333,241.0,93.0,,,False,SWE
2019,Switzerland,She Got Me,Luca Hanni,4.0,364.0,0.0,0.0,24.0,1.0,0.0,2.0,4.0,232.0,4.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Central,3,22,406.0,0.266666667,152.0,212.0,,,False,CHE
2019,United Kingdom,Bigger Than Us,Michael Rice,26.0,11.0,0.0,0.0,16.0,1.0,1.0,,,,,1,,1,M,0,1,English,,,,,,0,True,0,1,Western,27,2,6.0,,8.0,3.0,,,False,GBR
2018,Albania,Mall,Eugent Bushpepa,11.0,184.0,0.0,0.0,12.0,1.0,0.0,1.0,8.0,162.0,3.0,1,,1,M,0,1,Albanian,,,,,,0,True,0,1,Southern,22,25,0.0,0.5,126.0,58.0,,,False,ALB
2018,Armenia,Qami,Sevak Khanagyan,,,0.0,0.0,,0.0,0.0,1.0,15.0,79.0,16.0,1,,1,M,0,1,Armenian,,,,,,0,True,0,0,South-Eastern,36,35,0.0,0.909090909,,,38.0,41.0,False,ARM
2018,Australia,We Got Love,Jessica Mauboy,20.0,99.0,0.0,0.0,16.0,1.0,0.0,2.0,4.0,212.0,9.0,0,,1,F,0,1,English,,,,,,0,True,0,0,Western,14,9,202.0,1.0,90.0,9.0,,,False,AUS
2018,Austria,Nobody But You,Cesar Sampson,3.0,342.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,231.0,13.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Central,11,3,70.0,0.6,271.0,71.0,,,False,AUT
2018,Azerbaijan,X My Heart,Aisel,,,0.0,0.0,,0.0,0.0,1.0,11.0,94.0,1.0,0,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,28,18,5.0,1.0,,,47.0,47.0,False,AZE
2018,Belarus,Forever,ALEKSEEV,,,0.0,0.0,,0.0,0.0,1.0,16.0,65.0,8.0,1,,1,M,0,1,English,,,,,,0,False,0,0,Eastern,21,26,28.0,0.357142857,,,20.0,45.0,False,BLR
2018,Belgium,A Matter Of Time,Sennek,,,0.0,0.0,,0.0,0.0,1.0,12.0,91.0,4.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Western,16,28,143.0,0.428571429,,,71.0,20.0,False,BEL
2018,Bulgaria,Bones,EQUINOX,14.0,166.0,0.0,0.0,18.0,1.0,0.0,1.0,7.0,177.0,10.0,0,,0,Mixed,0,5,English,,,,,,0,False,1,1,Eastern,3,4,178.0,0.272727273,100.0,66.0,,,False,BGR
2018,Croatia,Crazy,Franka,,,0.0,0.0,,0.0,0.0,1.0,17.0,63.0,12.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Southern,37,34,0.0,0.583333333,,,46.0,17.0,False,HRV
2018,Cyprus,Fuego,Eleni Foureira,2.0,436.0,0.0,0.0,25.0,1.0,0.0,1.0,2.0,262.0,19.0,0,,1,F,0,1,English,Spanish,,,,,1,False,1,0,South-Eastern,1,6,106.0,0.538461538,183.0,253.0,,,False,CYP
2018,Czech Republic,Lie To Me,Mikolas Josef,6.0,281.0,0.0,0.0,14.0,1.0,0.0,1.0,3.0,232.0,5.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Central,5,1,181.0,0.166666667,66.0,215.0,,,False,CZE
2018,Denmark,Higher Ground,Rasmussen,9.0,226.0,0.0,0.0,15.0,1.0,0.0,2.0,5.0,204.0,5.0,1,,1,M,0,1,English,Icelandic,,,,,1,False,1,1,Northern,15,14,99.0,0.714285714,38.0,188.0,,,False,DNK
2018,Estonia,La Forza,Elina Nechayeva,8.0,245.0,0.0,0.0,6.0,1.0,0.0,1.0,5.0,201.0,9.0,1,,1,F,0,1,Italian,,,,,,0,False,1,1,Northern,6,19,88.0,0.357142857,143.0,102.0,,,False,EST
2018,Finland,Monsters,Saara Aalto,25.0,46.0,0.0,0.0,17.0,1.0,0.0,1.0,10.0,108.0,15.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Northern,8,2,226.0,0.5,23.0,23.0,,,False,FIN
2018,France,Mercy,Madame Monsieur,13.0,173.0,0.0,0.0,13.0,1.0,1.0,,,,,1,,0,Mixed,0,2,French,,,,,,0,True,1,1,Western,4,8,352.0,,114.0,59.0,,,False,FRA
2018,FYR Macedonia,Lost And Found,Eye Cue,,,0.0,0.0,,0.0,0.0,1.0,18.0,24.0,11.0,0,,0,Mixed,0,2,English,,,,,,0,False,0,1,Southern,25,32,15.0,0.357142857,,,,,False,MKD
2018,Georgia,For You,Ethno-Jazz Band Iriao,,,0.0,0.0,,0.0,0.0,2.0,18.0,24.0,10.0,0,,0,M,0,5,Georgian,,,,,,0,True,0,0,South-Eastern,42,43,0.0,0.7,,,11.0,13.0,False,GEO
2018,Germany,You Let Me Walk Alone,Michael Schulte,4.0,340.0,0.0,0.0,11.0,1.0,1.0,,,,,1,,1,M,0,1,English,,,,,,0,False,1,1,Central,9,30,34.0,,204.0,136.0,,,False,DEU
2018,Greece,Oniro Mou,Yianna Terzi,,,0.0,0.0,,0.0,0.0,1.0,14.0,81.0,14.0,0,,1,F,0,1,Greek,,,,,,0,True,1,1,Southern,13,39,119.0,0.928571429,,,28.0,53.0,False,GRC
2018,Hungary,Viszlat Nyar,AWS,21.0,93.0,0.0,0.0,21.0,1.0,0.0,2.0,10.0,111.0,13.0,1,,0,M,0,4,Hungarian,,,,,,0,True,1,1,Central,19,11,0.0,0.818181818,28.0,65.0,,,False,HUN
2018,Iceland,Our Choice,Ari Olafsson,,,0.0,0.0,,0.0,0.0,1.0,19.0,15.0,2.0,1,,1,M,0,1,English,,,,,,0,False,0,1,Northern,43,31,0.0,0.571428571,,,15.0,0.0,False,ISL
2018,Ireland,Together,Ryan O'Shaughnessy,16.0,136.0,0.0,0.0,24.0,1.0,0.0,1.0,6.0,179.0,18.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Western,23,41,5.0,0.5,74.0,62.0,,,False,IRL
2018,Israel,TOY,Netta,1.0,529.0,0.0,0.0,22.0,1.0,0.0,1.0,1.0,283.0,7.0,1,,1,F,0,1,English,Hebrew,,,,,1,True,0,0,South-Eastern,2,20,456.0,0.571428571,212.0,317.0,,,False,ISR
2018,Italy,Non Mi Avete Fatto Niente,Ermal Meta e Fabrizio Moro,5.0,308.0,0.0,0.0,26.0,1.0,1.0,,,,,1,,0,M,0,2,Italian,,,,,,0,True,1,1,Western,7,12,75.0,,59.0,249.0,,,False,ITA
2018,Latvia,Funny Girl,Laura Rizzotto,,,0.0,0.0,,0.0,0.0,2.0,12.0,106.0,14.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Northern,33,40,3.0,0.428571429,,,92.0,14.0,False,LVA
2018,Lithuania,When We're Old,Ieva Zasimauskaite,12.0,181.0,0.0,0.0,4.0,1.0,0.0,1.0,9.0,119.0,6.0,1,,1,F,0,1,English,Lithuanian,,,,,1,True,1,1,Northern,17,37,5.0,0.571428571,90.0,91.0,,,False,LTU
2018,Malta,Taboo,Christabelle,,,0.0,0.0,,0.0,0.0,2.0,13.0,101.0,12.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Western,32,15,0.0,0.571428571,,,93.0,8.0,False,MLT
2018,Moldova,My Lucky Day,DoReDos,10.0,209.0,0.0,0.0,19.0,1.0,0.0,2.0,3.0,235.0,7.0,1,,0,Mixed,0,3,English,,,,,,0,False,0,0,Eastern,29,42,2.0,0.642857143,94.0,115.0,,,False,MDA
2018,Montenegro,Inje,Vanja Radovanovic,,,0.0,0.0,,0.0,0.0,2.0,16.0,40.0,16.0,1,,1,M,0,1,Montenegrin,,,,,,0,True,0,1,Southern,40,16,0.0,0.1,,,23.0,17.0,False,MNE
2018,Netherlands,Outlaw In 'Em,Waylon,18.0,121.0,0.0,0.0,23.0,1.0,0.0,2.0,7.0,174.0,8.0,0,,1,M,1,1,English,,,,,,0,False,1,1,Western,30,5,0.0,0.357142857,89.0,32.0,,,False,NLD
2018,Norway,That's How You Write A Song,Alexander Rybak,15.0,144.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,266.0,1.0,1,,1,M,1,1,English,,,,,,0,False,0,1,Northern,26,27,13.0,0.785714286,60.0,84.0,,,False,NOR
2018,Poland,Light Me Up,Gromee feat. Lukas Meijer,,,0.0,0.0,,0.0,0.0,2.0,14.0,81.0,11.0,1,,0,M,0,2,English,,,,,,0,False,1,1,Eastern,34,7,5.0,0.5,,,21.0,60.0,False,POL
2018,Portugal,O Jardim,Claudia Pascoal,26.0,39.0,0.0,0.0,8.0,1.0,1.0,,,,,1,,1,F,0,1,Portuguese,,,,,,0,True,1,1,Western,20,36,0.0,0.333333333,21.0,18.0,,,False,PRT
2018,Romania,Goodbye,The Humans,,,0.0,0.0,,0.0,0.0,2.0,11.0,107.0,2.0,1,,0,Mixed,0,5,English,,,,,,0,False,1,1,Eastern,39,38,0.0,1.0,,,67.0,40.0,False,ROU
2018,Russia,I Won't Break,Julia Samoylova,,,0.0,0.0,,0.0,0.0,2.0,15.0,65.0,6.0,0,,1,F,0,1,English,,,,,,0,False,0,0,Eastern,38,13,1.0,1.0,,,14.0,51.0,False,RUS
2018,San Marino,Who We Are,Jessika featuring Jenifer Brening,,,0.0,0.0,,0.0,0.0,2.0,17.0,28.0,4.0,1,,0,F,0,2,English,,,,,,0,False,0,0,Western,41,24,0.0,0.125,,,14.0,14.0,False,SMR
2018,Serbia,Nova Deca,Sanja Ilic & Balkanika,19.0,113.0,0.0,0.0,10.0,1.0,0.0,2.0,9.0,117.0,3.0,1,,0,Mixed,0,6,Serbian,Torlakian,,,,,1,True,0,0,Southern,35,33,2.0,0.7,38.0,75.0,,,False,SRB
2018,Slovenia,"Hvala, ne!",Lea Sirk,22.0,64.0,0.0,0.0,3.0,1.0,0.0,2.0,8.0,132.0,17.0,1,,1,F,0,1,Slovene,Portuguese,,,,,1,True,1,1,Central,27,29,0.0,0.285714286,41.0,23.0,,,False,SVN
2018,Spain,Tu Cancion,Amaia y Alfred,23.0,61.0,0.0,0.0,2.0,1.0,1.0,,,,,1,,0,Mixed,0,2,Spanish,,,,,,0,True,1,1,Western,24,17,26.0,,43.0,18.0,,,False,ESP
2018,Sweden,Dance You Off,Benjamin Ingrosso,7.0,274.0,0.0,0.0,20.0,1.0,0.0,2.0,2.0,254.0,15.0,1,,1,M,0,1,English,,,,,,0,False,1,0,Northern,12,23,91.0,0.928571429,253.0,21.0,,,False,SWE
2018,Switzerland,Stones,ZiBBZ,,,0.0,0.0,,0.0,0.0,1.0,13.0,86.0,17.0,1,,0,Mixed,0,2,English,,,,,,0,False,0,0,Central,18,22,0.0,0.285714286,,,59.0,27.0,False,CHE
2018,Ukraine,Under The Ladder,MELOVIN,17.0,130.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,179.0,18.0,1,,1,M,0,1,English,,,,,,0,False,0,0,Eastern,10,21,19.0,1.0,11.0,119.0,,,False,UKR
2018,United Kingdom,Storm,SuRie,24.0,48.0,0.0,0.0,9.0,1.0,1.0,,,,,1,,1,F,0,1,English,,,,,,0,True,0,1,Western,31,10,4.0,,23.0,25.0,,,False,GBR
2017,Albania,World,Lindita,,,0.0,0.0,,0.0,0.0,1.0,14.0,76.0,4.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Southern,24,7,0.0,0.538461538,,,38.0,38.0,False,ALB
2017,Armenia,Fly With Me,Artsvik,18.0,79.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,152.0,16.0,1,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,14,40,7.0,0.9,58.0,21.0,,,False,ARM
2017,Australia,Don't Come Easy,Isaiah,9.0,173.0,0.0,0.0,14.0,1.0,0.0,1.0,6.0,160.0,3.0,0,,1,M,0,1,English,,,,,,0,True,0,0,Western,26,9,36.0,1.0,171.0,2.0,,,False,AUS
2017,Austria,Running On Air,Nathan Trent,16.0,93.0,0.0,0.0,4.0,1.0,0.0,2.0,7.0,147.0,2.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Central,25,8,14.0,0.555555556,93.0,0.0,,,False,AUT
2017,Azerbaijan,Skeletons,Dihaj,14.0,120.0,0.0,0.0,12.0,1.0,0.0,1.0,8.0,150.0,8.0,0,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,5,16,34.0,1.0,78.0,42.0,,,False,AZE
2017,Belarus,Story of My Life,Naviband,17.0,83.0,0.0,0.0,3.0,1.0,0.0,2.0,9.0,110.0,14.0,1,,0,Mixed,0,2,Belarusian,,,,,,0,True,0,0,Eastern,17,6,15.0,0.307692308,50.0,33.0,,,False,BLR
2017,Belgium,City Lights,Blanche,4.0,363.0,0.0,0.0,23.0,1.0,0.0,1.0,4.0,165.0,5.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Western,1,36,335.0,0.384615385,108.0,255.0,,,False,BEL
2017,Bulgaria,Beautiful Mess,Kristian Kostov,2.0,615.0,0.0,0.0,25.0,1.0,0.0,2.0,1.0,403.0,15.0,0,,1,M,0,1,English,,,,,,0,False,1,1,Eastern,2,24,120.0,0.2,278.0,337.0,,,False,BGR
2017,Croatia,My Friend,Jacques Houdek,13.0,128.0,0.0,0.0,13.0,1.0,0.0,2.0,8.0,141.0,11.0,0,,1,M,0,1,English,Italian,,,,,1,False,1,1,Southern,32,14,6.0,0.545454545,25.0,103.0,,,False,HRV
2017,Cyprus,Gravity,Hovig,21.0,68.0,0.0,0.0,19.0,1.0,0.0,1.0,5.0,164.0,15.0,0,,1,M,0,1,English,,,,,,0,False,1,0,South-Eastern,19,30,13.0,0.5,36.0,32.0,,,False,CYP
2017,Czech Republic,My Turn,Martina Barta,,,0.0,0.0,,0.0,0.0,1.0,13.0,83.0,14.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Central,36,39,2.0,0.2,,,81.0,2.0,False,CZE
2017,Denmark,Where I Am,Anja,20.0,77.0,0.0,0.0,10.0,1.0,0.0,2.0,10.0,101.0,8.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Northern,10,5,43.0,0.692307692,69.0,8.0,,,False,DNK
2017,Estonia,Verona,Koit Toome & Laura,,,0.0,0.0,,0.0,0.0,2.0,14.0,85.0,17.0,1,,0,Mixed,1,2,English,,,,,,0,False,1,1,Northern,22,27,242.0,0.384615385,,,16.0,69.0,False,EST
2017,Finland,Blackbird,Norma John,,,0.0,0.0,,0.0,0.0,1.0,12.0,92.0,7.0,1,,0,Mixed,0,2,English,,,,,,0,False,1,0,Northern,18,26,64.0,0.538461538,,,41.0,51.0,False,FIN
2017,France,Requiem,Alma,12.0,135.0,0.0,0.0,26.0,1.0,1.0,,,,,0,,1,F,0,1,French,English,,,,,1,True,1,1,Western,4,23,277.0,,45.0,90.0,,,False,FRA
2017,FYR Macedonia,Dance Alone,Jana Burceska,,,0.0,0.0,,0.0,0.0,2.0,15.0,69.0,3.0,0,,1,F,0,1,English,,,,,,0,False,0,1,Southern,12,13,107.0,0.384615385,,,,,False,MKD
2017,Georgia,Keep The Faith,Tamara Gachechiladze,,,0.0,0.0,,0.0,0.0,1.0,11.0,99.0,2.0,1,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,30,34,4.0,0.777777778,,,62.0,37.0,False,GEO
2017,Germany,Perfect Life,Levina,25.0,6.0,0.0,1.0,21.0,1.0,1.0,,,,,1,,1,F,0,1,English,,,,,,0,False,1,1,Central,37,25,0.0,,3.0,3.0,,,False,DEU
2017,Greece,This is Love,Demy,19.0,77.0,0.0,0.0,15.0,1.0,0.0,1.0,10.0,115.0,10.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Southern,29,29,6.0,0.923076923,48.0,29.0,,,False,GRC
2017,Hungary,Origo,Joci Papai,8.0,200.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,231.0,7.0,1,,1,M,0,1,Hungarian,,,,,,0,True,1,1,Central,11,33,40.0,0.8,48.0,152.0,,,False,HUN
2017,Iceland,Paper,Svala,,,0.0,0.0,,0.0,0.0,1.0,15.0,60.0,13.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Northern,31,21,9.0,0.615384615,,,29.0,31.0,False,ISL
2017,Ireland,Dying to Try,Brendan Murray,,,0.0,0.0,,0.0,0.0,2.0,13.0,86.0,9.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Western,34,38,4.0,0.538461538,,,45.0,41.0,False,IRL
2017,Israel,I Feel Alive,IMRI,23.0,39.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,207.0,18.0,1,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,21,19,102.0,0.538461538,34.0,5.0,,,False,ISR
2017,Italy,Occidentali's Karma,Francesco Gabbani,6.0,334.0,0.0,0.0,9.0,1.0,1.0,,,,,1,,1,M,0,1,Italian,Sanskrit,Ancient Greek,,,,1,True,1,1,Western,3,2,497.0,,126.0,208.0,,,False,ITA
2017,Latvia,Line,Triana Park,,,0.0,0.0,,0.0,0.0,1.0,18.0,21.0,18.0,1,,0,Mixed,0,4,English,,,,,,0,False,1,1,Northern,27,31,12.0,0.461538462,,,1.0,20.0,False,LVA
2017,Lithuania,Rain Of Revolution,Fusedmarc,,,0.0,0.0,,0.0,0.0,2.0,17.0,42.0,16.0,1,,0,Mixed,0,3,English,,,,,,0,False,1,1,Northern,39,41,0.0,0.615384615,,,17.0,25.0,False,LTU
2017,Malta,Breathlessly,Claudia Faniello,,,0.0,0.0,,0.0,0.0,2.0,16.0,55.0,4.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Western,40,18,0.0,0.615384615,,,55.0,0.0,False,MLT
2017,Moldova,Hey Mamma,Sunstroke Project,3.0,374.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,291.0,12.0,1,,0,M,1,3,English,,,,,,0,False,0,0,Eastern,7,10,0.0,0.615384615,110.0,264.0,,,False,MDA
2017,Montenegro,Space,Slavko Kalezi?,,,0.0,0.0,,0.0,0.0,1.0,16.0,56.0,6.0,0,,1,M,0,1,English,,,,,,0,False,0,1,Southern,35,20,17.0,0.111111111,,,17.0,39.0,False,MNE
2017,Netherlands,Lights and Shadows,OG3NE,11.0,150.0,0.0,0.0,6.0,1.0,0.0,2.0,4.0,200.0,6.0,0,,0,F,0,3,English,,,,,,0,False,1,1,Western,20,32,3.0,0.307692308,135.0,15.0,,,False,NLD
2017,Norway,Grab The Moment,JOWST,10.0,158.0,0.0,0.0,17.0,1.0,0.0,2.0,5.0,189.0,12.0,1,,1,M,0,1,English,,,,,,0,False,0,1,Northern,15,12,30.0,0.769230769,129.0,29.0,,,False,NOR
2017,Poland,Flashlight,Kasia Mos,22.0,64.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,119.0,11.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Eastern,23,42,4.0,0.454545455,23.0,41.0,,,False,POL
2017,Portugal,Amar Pelos Dois,Salvador Sobral,1.0,758.0,0.0,0.0,11.0,1.0,0.0,1.0,1.0,370.0,9.0,1,,1,M,0,1,Portuguese,,,,,,0,True,1,1,Western,6,35,122.0,0.272727273,382.0,376.0,,,False,PRT
2017,Romania,Yodel It!,Ilinca ft. Alex Florea,7.0,282.0,0.0,0.0,20.0,1.0,0.0,2.0,6.0,174.0,5.0,1,,0,Mixed,0,2,English,,,,,,0,False,1,1,Eastern,16,11,18.0,1.0,58.0,224.0,,,False,ROU
2017,San Marino,Spirit of the Night,Valentina Monetta and Jimmie Wilson,,,0.0,0.0,,0.0,0.0,2.0,18.0,1.0,10.0,0,,0,Mixed,1,2,English,,,,,,0,False,0,0,Western,41,22,5.0,0.142857143,,,0.0,1.0,False,SMR
2017,Serbia,In Too Deep,Tijana Bogicevic,,,0.0,0.0,,0.0,0.0,2.0,11.0,98.0,1.0,0,,1,F,0,1,English,,,,,,0,False,0,0,Southern,28,15,3.0,0.777777778,,,53.0,45.0,False,SRB
2017,Slovenia,On My Way,Omar Naber,,,0.0,0.0,,0.0,0.0,1.0,17.0,36.0,17.0,1,,1,M,1,1,English,,,,,,0,False,1,1,Central,42,17,0.0,0.307692308,,,16.0,20.0,False,SVN
